Name,Passport,Snils,Symptoms,Analysis,Doctor,DateStart,DateEnd,Price,Card
Зеленин‎ Мировей Тихонович,7816 707676,677-017-844 26,Слабость,Рентгенография,Ревматолог,2025-01-10T17:11+03:00,2025-01-09T15:14+03:00,1100.0,5244 6860 1940 0549
Агеева Добромила Семёновна,9106 966854,526-982-728 36,Температура,УЗИ (ультразвуковое исследование),Гастроэнтеролог,2024-07-12T17:17+03:00,2024-07-11T16:47+03:00,9400.0,2202 1527 3505 1589
Торшин‎ Жаворонок  Гаврилович,6722 206735,928-101-337 84,Одышка,Рентгенография,Гастроэнтеролог,2024-07-25T15:58+03:00,2024-07-26T16:39+03:00,6000.0,5101 2665 2649 8869
Рыжов‎ Светозар Гаджиевич,0505 802240,857-279-985 90,Температура,Гастроэнтероскопия,Неонатолог,2024-12-17T16:57+03:00,2024-12-18T14:48+03:00,8000.0,5479 4855 0241 9287
Сычёв‎ Станимир Гертрудович,2504 726077,842-488-930 45,Повышенное давление,МРТ (магнитно-резонансная томография),Пульмонолог,2024-10-11T20:46+03:00,2024-10-10T12:09+03:00,5500.0,2202 2042 9151 6869
Соловьёва Любомила Филипповна,5811 331241,544-057-182 78,Боль в горле,УЗИ (ультразвуковое исследование),Косметолог,2024-11-04T19:20+03:00,2024-11-05T16:22+03:00,5100.0,4377 7265 9962 6568
Буров‎ Завид Александрович,8121 713961,001-876-557 45,Боль в груди,Биохимический анализ крови,Неонатолог,2024-10-04T14:09+03:00,2024-10-03T15:21+03:00,3200.0,4105 8499 5172 4501
Головин‎ Горецвет Бенедиктович,5100 170833,703-929-361 04,Боль в груди,Гастроэнтероскопия,Эндокринолог,2024-09-19T19:29+03:00,2024-09-20T18:22+03:00,5500.0,5244 6875 4509 5003
Третьяков‎ Искрен Прохорович,4020 293224,858-127-039 25,Боль в груди,МРТ (магнитно-резонансная томография),Гастроэнтеролог,2025-04-22T16:38+03:00,2025-04-23T19:15+03:00,6500.0,5101 2677 5508 8344
Фролова Драгана Магометовна,8211 637999,304-312-837 22,Слабость,КТ (компьютерная томография),Эндоскопист,2025-03-14T15:34+03:00,2025-03-13T16:17+03:00,6500.0,2202 1500 3077 0394
Васильев‎ Торчин Ярославович,6420 722990,843-010-156 48,Одышка,Гастроэнтероскопия,Пульмонолог,2024-11-07T18:45+03:00,2024-11-08T15:18+03:00,2400.0,4276 8083 8636 8776
Игнатов‎ Мыслимир Абрамович,7100 946134,686-173-143 25,Боль в горле,Гастроэнтероскопия,Кардиоревматолог,2024-09-20T18:01+03:00,2024-09-19T18:32+03:00,8400.0,4276 8078 7884 4038
Козин‎ Бранимир Григорьевич,6600 060883,720-122-395 34,Боль в груди,КТ (компьютерная томография),Уролог,2024-11-21T15:55+03:00,2024-11-22T18:23+03:00,4800.0,4276 8049 3800 9980
Хромова Бронислава Вениаминовна,7213 579946,446-716-979 29,Головная боль,Электрокардиограмма (ЭКГ),Ревматолог,2025-01-09T14:12+03:00,2025-01-10T19:30+03:00,4300.0,4377 7224 3492 5319
Ермилов‎ Веселин Гаджиевич,0204 831069,170-278-386 74,Повышенное давление,Гастроэнтероскопия,Ревматолог,2024-09-30T19:35+03:00,2024-10-01T14:35+03:00,6600.0,4276 8079 1219 8080
Собянина Святослава Денисовна,4201 942227,344-819-621 98,Одышка,Гастроэнтероскопия,Травматолог,2024-08-29T17:57+03:00,2024-08-30T17:37+03:00,3100.0,5479 4865 4426 2156
Исаева Цветана Никодимовна,8922 511214,829-339-092 38,Повышенное давление,Рентгенография,Гастроэнтеролог,2024-08-08T13:03+03:00,2024-08-09T17:16+03:00,2000.0,5479 4841 3962 7403
Бирюкова Снежана Августовна,4305 149042,667-527-420 33,Повышенное давление,Гастроэнтероскопия,Гематолог,2024-10-15T16:14+03:00,2024-10-16T20:15+03:00,6400.0,4188 6868 4704 0188
Ракова Томица Дмитриевна,2818 292670,307-700-815 48,Головная боль,УЗИ (ультразвуковое исследование),Нефролог,2025-04-30T20:01+03:00,2025-05-01T20:33+03:00,2900.0,2202 2011 3947 3588
Золотарёв‎ Мяун Артёмович,8517 411272,872-893-956 88,Повышенное давление,УЗИ (ультразвуковое исследование),Кардиолог,2024-09-27T18:47+03:00,2024-09-26T17:01+03:00,7000.0,2202 2079 1023 5662
Русаков‎ Витигост Авдеевич,5201 718675,208-971-319 86,Насморк,УЗИ (ультразвуковое исследование),Гастроэнтеролог,2024-10-24T14:30+03:00,2024-10-25T16:26+03:00,8200.0,2202 2004 9128 6156
Еромлаева Улада Алексеевна,5808 174447,851-524-517 98,Боль в горле,Гастроэнтероскопия,Офтальмолог,2024-10-04T17:40+03:00,2024-10-03T17:59+03:00,8600.0,5101 2657 7418 5612
Агеева Ясна Семёновна,3821 074627,901-298-103 82,Головная боль,Электрокардиограмма (ЭКГ),Ортодонт,2025-03-07T20:58+03:00,2025-03-06T17:13+03:00,4100.0,4276 8079 5089 0003
Андреева Веселина Александровна,7208 804591,339-986-725 60,Слабость,Гастроэнтероскопия,Физиотерапевт,2025-03-10T12:54+03:00,2025-03-11T16:59+03:00,5600.0,4276 8069 8325 8446
Грачёва Сияна Васильевна,7712 268415,186-331-492 83,Боль в горле,Гастроэнтероскопия,Дерматолог,2024-11-15T13:44+03:00,2024-11-14T17:24+03:00,4700.0,2202 2028 6085 9077
Терехов‎ Боголюб Тарасович,5121 645921,887-003-140 06,Головная боль,КТ (компьютерная томография),Уролог,2024-08-12T14:30+03:00,2024-08-13T18:55+03:00,1100.0,2202 1526 0973 2891
Рыжиков‎ Миролюб Даниилович,1108 430324,543-557-980 22,Повышенное давление,Электрокардиограмма (ЭКГ),Кардиоревматолог,2024-11-15T17:16+03:00,2024-11-14T17:17+03:00,2600.0,4188 6889 8120 1747
Дроздов‎ Звонимир  Тимурович,9908 622067,605-408-011 47,Боль в горле,Рентгенография,Онколог,2025-05-09T14:01+03:00,2025-05-08T20:01+03:00,3900.0,4276 8046 5047 2049
Кулешов‎ Миробуд Геннадиевич,3014 838148,259-727-951 37,Слабость,УЗИ (ультразвуковое исследование),Оториноларинголог,2024-07-25T15:30+03:00,2024-07-26T14:18+03:00,7600.0,5421 0421 8255 6106
Рублёв‎ Мяун Харламович,3000 542357,256-652-782 06,Насморк,МРТ (магнитно-резонансная томография),Лор,2025-05-02T18:22+03:00,2025-05-01T13:44+03:00,3100.0,4276 8026 4111 5559
Островский‎ Ладимир  Михалыч,3017 165179,773-520-526 03,Температура,Рентгенография,Неонатолог,2025-04-22T18:06+03:00,2025-04-23T17:16+03:00,8600.0,4105 8424 3086 1270
Черной‎ Лада Гертрудович,2506 410095,222-681-585 63,Затрудненное дыхание,Кровь (общий анализ),Травматолог,2025-02-03T16:45+03:00,2025-02-04T15:49+03:00,6300.0,5244 6832 7093 6755
Сальников‎ Ростих Иваныч,9318 096493,073-721-872 72,Кашель,Электрокардиограмма (ЭКГ),Невропатолог,2025-04-24T13:29+03:00,2025-04-25T20:49+03:00,4600.0,5101 2641 0503 6354
Чернышев‎ Всеслав Феликсович,5412 060794,945-476-052 41,Насморк,УЗИ (ультразвуковое исследование),Онколог,2024-10-18T16:56+03:00,2024-10-17T14:00+03:00,7500.0,4105 8437 2161 5527
Гноев‎ Руслан Иосипович,4208 292438,909-909-832 64,Затрудненное дыхание,Рентгенография,Уролог,2025-01-02T14:57+03:00,2025-01-03T17:57+03:00,8200.0,2202 2075 8340 0483
Измайлова Цветана Брониславовна,0112 164340,408-794-556 24,Кашель,КТ (компьютерная томография),Гематолог,2024-08-09T19:21+03:00,2024-08-08T14:07+03:00,1100.0,5479 4899 1152 7264
Беликова Здебора Акимовна,0515 357912,891-025-467 10,Одышка,Гастроэнтероскопия,Кардиоревматолог,2025-04-10T12:35+03:00,2025-04-11T20:47+03:00,1900.0,2200 7006 5227 2732
Демидов‎ Станислав  Виленович,8823 672394,707-237-258 90,Затрудненное дыхание,Электрокардиограмма (ЭКГ),Педиатр,2025-01-15T18:41+03:00,2025-01-16T14:20+03:00,3300.0,2202 1527 0475 6557
Голикова Румяна Максимилиановна,5301 252373,874-373-866 61,Температура,Электрокардиограмма (ЭКГ),Онкоуролог,2024-11-22T18:18+03:00,2024-11-21T20:53+03:00,3800.0,2200 7044 6485 1574
Чижова Бажена  Андреевна,9607 854295,488-194-553 49,Кашель,Рентгенография,Стоматолог,2025-03-19T15:34+03:00,2025-03-20T20:11+03:00,2400.0,4377 7291 6066 2858
Блинова Звенислава Максимовна,0701 971898,361-219-897 83,Головная боль,Биохимический анализ крови,Онкогинеколог,2025-03-03T16:36+03:00,2025-03-04T12:45+03:00,5500.0,5421 0420 5087 0754
Сухов‎ Безсон Осипович,4303 676530,621-475-266 79,Одышка,Рентгенография,Иммунолог,2024-08-09T20:37+03:00,2024-08-08T13:34+03:00,8700.0,5421 0426 2136 6749
Гуляева Прибыслава Андрониковна,1718 708524,341-436-002 30,Кашель,МРТ (магнитно-резонансная томография),Дерматолог,2024-08-16T18:59+03:00,2024-08-15T12:24+03:00,7300.0,5244 6854 8933 9136
Гакабова Чернава Рудольфовна,8417 761426,067-927-630 11,Головная боль,УЗИ (ультразвуковое исследование),Физиотерапевт,2024-12-30T13:22+03:00,2024-12-31T20:34+03:00,6400.0,4105 8493 9858 8975
Баженова Голуба Александровна,9718 620730,147-530-477 67,Кашель,МРТ (магнитно-резонансная томография),Кардиоревматолог,2024-08-20T13:25+03:00,2024-08-21T13:10+03:00,4300.0,2200 7022 5942 5904
Третьяков‎ Соловей Адольфович,5413 000178,817-847-771 59,Кашель,Гастроэнтероскопия,Гематолог,2024-08-02T12:46+03:00,2024-08-01T14:09+03:00,2200.0,5101 2608 6540 3652
Дёмин‎ Радигост Абрамович,6218 210894,966-806-357 67,Затрудненное дыхание,Рентгенография,Физиотерапевт,2025-01-23T17:33+03:00,2025-01-24T12:58+03:00,8300.0,5479 4860 6069 5135
Сотникова Голуба Соломоновна,7516 675101,038-547-194 82,Головная боль,Биохимический анализ крови,Неонатолог,2025-01-06T14:27+03:00,2025-01-07T16:08+03:00,7300.0,4377 7250 9765 9965
Акимов‎ Собеслав Акимович,7212 782318,485-658-196 53,Головная боль,Биохимический анализ крови,Эндокринолог,2024-10-04T18:23+03:00,2024-10-03T14:12+03:00,9600.0,4188 6844 5723 7378
Петров‎ Казимир Тарасович,8002 591309,445-909-861 28,Повышенное давление,Рентгенография,Уролог,2025-01-14T13:25+03:00,2025-01-15T15:23+03:00,9800.0,2202 2061 5700 7365
Розанов‎ Целыгост Прохорович,8717 147050,324-247-916 65,Боль в груди,Электрокардиограмма (ЭКГ),Травматолог,2024-08-12T16:28+03:00,2024-08-13T15:28+03:00,6100.0,5479 4872 2304 1765
Дементьева Светоcлава Магометовна,1313 605677,305-612-038 24,Слабость,Электрокардиограмма (ЭКГ),Офтальмолог,2025-03-14T17:26+03:00,2025-03-13T17:34+03:00,5700.0,2200 2452 5073 0063
Голубев‎ Ратко Фокич,3211 055802,170-752-224 53,Кашель,КТ (компьютерная томография),Гастроэнтеролог,2024-11-01T16:39+03:00,2024-10-31T18:49+03:00,4900.0,2202 2071 3571 0383
Ушакова Звенислава Ксенофонтьевна,4002 090163,999-636-977 36,Головная боль,КТ (компьютерная томография),Диетолог,2024-11-28T20:49+03:00,2024-11-29T12:24+03:00,7500.0,5244 6865 1270 2170
Блинов‎ Пересвет Петрович,4612 167455,234-436-433 53,Температура,Рентгенография,УЗИ-специалист,2024-11-01T18:31+03:00,2024-10-31T20:30+03:00,5700.0,5479 4849 4528 7227
Нечаев‎ Миломир Феликсович,0400 908556,480-324-561 71,Одышка,Гастроэнтероскопия,Ревматолог,2024-12-09T15:34+03:00,2024-12-10T18:19+03:00,1600.0,5479 4866 2065 8751
Белякова Здислава Станиславовна,1102 735467,266-527-311 87,Насморк,Кровь (общий анализ),Офтальмолог,2025-02-25T15:03+03:00,2025-02-26T12:24+03:00,6100.0,5421 0485 9500 6383
Тимофеева Снежана Ильгизовна,3802 297688,187-539-409 22,Одышка,Гастроэнтероскопия,Онкогинеколог,2025-01-27T17:48+03:00,2025-01-28T17:50+03:00,7800.0,2202 2018 3019 1842
Михеев‎ Унислав Бедросович,9323 564426,393-993-218 45,Насморк,Электрокардиограмма (ЭКГ),Гематолог,2024-09-06T20:41+03:00,2024-09-05T13:48+03:00,2500.0,5479 4807 3669 7565
Белякова Вера Августовна,2805 561188,736-371-104 92,Боль в горле,Электрокардиограмма (ЭКГ),Кардиолог,2024-12-31T15:26+03:00,2025-01-01T17:26+03:00,7000.0,4276 8097 2660 0004
Кукушкин‎ Берислав Гавриилович,5601 631816,064-657-800 88,Боль в груди,Рентгенография,Офтальмолог,2025-01-15T20:31+03:00,2025-01-16T12:39+03:00,9400.0,5101 2642 8479 1877
Зверева Преслава Степановна,5610 592894,555-851-916 30,Одышка,Биохимический анализ крови,Неонатолог,2024-08-09T18:06+03:00,2024-08-08T18:39+03:00,6000.0,4105 8464 2473 2640
Тимофеев‎ Миролюб Богданович,5613 697285,238-005-314 32,Кашель,Электрокардиограмма (ЭКГ),Дерматолог,2025-02-03T20:12+03:00,2025-02-04T15:12+03:00,4000.0,5421 0418 0231 8070
Рыбаков‎ Будигост Артемьевич,1502 003978,165-945-192 07,Повышенное давление,МРТ (магнитно-резонансная томография),Оториноларинголог,2025-02-21T17:08+03:00,2025-02-20T15:43+03:00,6200.0,4188 6837 8489 9749
Дашкова Бажена  Васильевна,5115 300497,457-515-936 17,Температура,Электрокардиограмма (ЭКГ),Неонатолог,2024-09-20T18:30+03:00,2024-09-19T16:13+03:00,8000.0,4377 7216 9819 1574
Худякова Болеслава Георгиевна,2110 521616,117-414-350 29,Головная боль,Кровь (общий анализ),Онкодерматолог,2024-11-15T15:11+03:00,2024-11-14T16:14+03:00,1600.0,2202 2059 6052 6387
Головина Радислава Рудольфовна,0518 002304,787-587-653 02,Затрудненное дыхание,МРТ (магнитно-резонансная томография),Ревматолог,2025-02-21T16:36+03:00,2025-02-20T13:59+03:00,7900.0,4276 8047 2302 9389
Скрябина Станислава Каллистратовна,7718 035012,625-609-098 01,Слабость,Рентгенография,Гастроэнтеролог,2024-09-12T13:33+03:00,2024-09-13T20:21+03:00,9300.0,2202 1529 5751 7920
Александрова Цветана Брониславовна,8011 073693,363-048-366 74,Температура,Электрокардиограмма (ЭКГ),Онкоуролог,2024-10-16T20:39+03:00,2024-10-17T18:07+03:00,9000.0,2202 1562 5586 0023
Пугачёв‎ Самовлад Вахтангович,5906 905544,174-137-109 53,Слабость,Гастроэнтероскопия,Гастроэнтеролог,2024-12-04T14:01+03:00,2024-12-05T20:22+03:00,2000.0,4105 8405 4719 8545
Высоцкий‎ Чеслав Никандрович,4618 894374,976-692-423 85,Насморк,Биохимический анализ крови,Гастроэнтеролог,2025-02-28T12:54+03:00,2025-02-27T19:38+03:00,9900.0,2202 1549 9967 3594
Евсеева Лана Сидоровна,9816 381703,050-948-075 64,Повышенное давление,Биохимический анализ крови,Оториноларинголог,2024-09-27T17:52+03:00,2024-09-26T20:35+03:00,3800.0,2202 2035 7784 2758
Зимин‎ Лютой Ефстафьевич,5916 171548,653-814-985 30,Боль в груди,МРТ (магнитно-резонансная томография),Эндоскопист,2025-01-02T18:38+03:00,2025-01-03T19:01+03:00,8600.0,5421 0490 8511 1159
Старостина Здислава Борисовна,7302 770322,714-170-649 74,Головная боль,Гастроэнтероскопия,Кардиоревматолог,2024-08-05T20:57+03:00,2024-08-06T14:22+03:00,7400.0,2202 2022 2191 5231
Строев‎ Даниил Анатольевич,7711 915582,780-084-371 05,Одышка,Кровь (общий анализ),Невролог,2025-01-30T20:02+03:00,2025-01-31T13:35+03:00,5200.0,2200 7023 3838 4768
Старикова Борислава Каллиниковна,6804 805431,397-003-753 93,Температура,Рентгенография,Эндоскопист,2024-08-27T14:16+03:00,2024-08-28T19:43+03:00,2900.0,5244 6801 8172 5089
Касаткин‎ Велиград Иосифович,3813 419766,265-901-033 67,Повышенное давление,МРТ (магнитно-резонансная томография),Офтальмолог,2024-12-19T13:00+03:00,2024-12-20T19:09+03:00,9100.0,2202 2022 5500 2001
Верещагина Веслава Максимилиановна,3406 984063,741-420-652 65,Температура,КТ (компьютерная томография),Нефролог,2024-09-17T14:51+03:00,2024-09-18T17:32+03:00,5700.0,5479 4805 5839 9933
Моргунов‎ Станислав  Харлампьевич,4214 753519,620-250-291 31,Кашель,Биохимический анализ крови,Онколог,2025-01-30T14:03+03:00,2025-01-31T13:25+03:00,3900.0,5479 4863 4840 7583
Бочарова Всемысла Платоновна,4102 759327,210-900-386 10,Боль в горле,УЗИ (ультразвуковое исследование),Уролог,2025-03-27T14:09+03:00,2025-03-28T18:52+03:00,8600.0,4377 7275 6429 8534
Борисова Венцеслава Яковлевна,6619 202008,338-226-365 78,Головная боль,Биохимический анализ крови,Невролог,2024-10-25T12:50+03:00,2024-10-24T16:48+03:00,8700.0,2202 2071 2411 0178
Барсукова Божена Евдокимовна,5407 478699,370-834-770 96,Насморк,МРТ (магнитно-резонансная томография),Генетик,2025-03-21T17:06+03:00,2025-03-20T19:36+03:00,4000.0,5421 0480 7909 2784
Островский‎ Путимир Вадимович,4521 668747,633-123-079 49,Температура,Гастроэнтероскопия,Нефролог,2025-04-25T18:29+03:00,2025-04-24T15:56+03:00,1900.0,4105 8461 3607 8861
Галкин‎ Позвизд Анатольевич,6200 358264,968-299-489 12,Насморк,Кровь (общий анализ),Неонатолог,2025-02-11T12:08+03:00,2025-02-12T17:38+03:00,5300.0,5421 0425 3213 2275
Артамонова Станимира Соломоновна,7218 565871,495-534-424 22,Кашель,Кровь (общий анализ),Гепатолог,2025-05-02T20:27+03:00,2025-05-01T19:22+03:00,5900.0,2202 2004 9438 8149
Руднева Светозара Никитовна,6508 378343,322-608-703 48,Насморк,УЗИ (ультразвуковое исследование),Кардиоревматолог,2024-08-19T13:18+03:00,2024-08-20T12:28+03:00,6900.0,5421 0468 2075 8340
Фокин‎ Сновид Артурович,4520 569097,831-739-239 15,Боль в груди,УЗИ (ультразвуковое исследование),Ревматолог,2024-12-26T16:22+03:00,2024-12-27T14:17+03:00,3800.0,4377 7216 7283 9706
Гноева Светислава Григорьевна,7310 797161,765-148-025 11,Боль в горле,КТ (компьютерная томография),Кардиолог,2025-01-08T13:16+03:00,2025-01-09T15:30+03:00,4900.0,2200 2452 4669 7794
Раков‎ Торчин Харлампович,3316 063059,231-504-492 26,Одышка,КТ (компьютерная томография),Гастроэнтеролог,2024-12-24T13:10+03:00,2024-12-25T15:41+03:00,5800.0,4188 6883 4313 6676
Терехова Благослава Павловна,0711 256176,071-835-092 65,Боль в горле,Электрокардиограмма (ЭКГ),Онкоуролог,2025-04-11T17:11+03:00,2025-04-10T15:48+03:00,3400.0,4105 8498 2364 5873
Тимофеев‎ Годобрат Дмитриевич,0421 540147,825-726-099 24,Боль в груди,Электрокардиограмма (ЭКГ),Гастроэнтеролог,2025-02-20T17:19+03:00,2025-02-21T19:13+03:00,4000.0,5479 4853 2034 7556
Макеев‎ Илья Юльевич,7209 628440,345-866-850 28,Насморк,УЗИ (ультразвуковое исследование),Неонатолог,2025-03-11T17:38+03:00,2025-03-12T16:54+03:00,1000.0,5244 6853 9735 0075
Постников‎ Строимир Осипович,8514 369049,467-462-281 16,Головная боль,МРТ (магнитно-резонансная томография),Оториноларинголог,2025-03-17T13:32+03:00,2025-03-18T15:32+03:00,5500.0,2202 1571 4995 1779
Павловский‎ Изяслав Викторович,4323 494487,609-991-887 65,Повышенное давление,УЗИ (ультразвуковое исследование),Кардиоревматолог,2025-02-24T20:10+03:00,2025-02-25T16:38+03:00,2900.0,2202 1561 7093 1894
Стариков‎ Добровлад Аксёнович,5509 008846,436-073-079 71,Температура,КТ (компьютерная томография),Онколог,2024-10-23T20:14+03:00,2024-10-24T18:53+03:00,6700.0,5421 0406 8491 2632
Басова Искра Сильвестровна,5919 873670,319-190-115 58,Слабость,Рентгенография,Онкогинеколог,2024-08-01T12:46+03:00,2024-08-02T13:57+03:00,3500.0,2202 2069 0706 0961
Дегтярёва Цветана Афанасьевна,9316 321419,206-652-238 48,Боль в горле,Рентгенография,Пульмонолог,2025-04-16T12:46+03:00,2025-04-17T18:53+03:00,4900.0,5479 4830 8500 6437
Лобанов‎ Ярополк Львович,5301 328579,206-228-679 54,Боль в груди,Рентгенография,Нефролог,2024-09-04T20:18+03:00,2024-09-05T20:35+03:00,9900.0,4377 7289 5043 8649
Елизарова Бронислава Ивановна,3918 175092,565-434-314 97,Слабость,Гастроэнтероскопия,Онколог,2024-10-24T15:24+03:00,2024-10-25T12:40+03:00,2200.0,5421 0406 6929 0241
Галкина Любомира Александровна,8403 600536,066-270-010 38,Одышка,Кровь (общий анализ),Психиатр,2025-04-10T14:44+03:00,2025-04-11T12:31+03:00,7900.0,4105 8467 9376 9495
Муравьёв‎ Даниил Денисович,1316 111164,079-676-512 31,Повышенное давление,УЗИ (ультразвуковое исследование),Дерматолог,2024-09-20T19:40+03:00,2024-09-19T13:47+03:00,5100.0,5101 2666 5720 3489
Елисеева Рогнеда Филипповна,3004 771191,287-855-013 27,Кашель,Биохимический анализ крови,Дерматолог,2024-09-24T20:04+03:00,2024-09-25T13:06+03:00,7300.0,2200 7004 1242 8808
Русакова Бояна Марковна,3002 015550,305-419-622 50,Повышенное давление,КТ (компьютерная томография),Травматолог,2024-10-14T18:56+03:00,2024-10-15T18:05+03:00,4900.0,5101 2661 7004 5386
Гайдукова Богдана Марковна,2704 694719,334-745-331 76,Затрудненное дыхание,КТ (компьютерная томография),Кардиоревматолог,2025-03-19T17:14+03:00,2025-03-20T12:16+03:00,1200.0,4377 7229 0839 0047
Спиридонова Голуба Ильгизовна,1506 805111,219-812-935 87,Головная боль,Электрокардиограмма (ЭКГ),Гепатолог,2024-10-01T14:15+03:00,2024-10-02T12:30+03:00,9500.0,2200 7053 0522 2924
Яковлева Пламена Кузьминична,0918 793611,469-269-040 31,Кашель,УЗИ (ультразвуковое исследование),Гастроэнтеролог,2025-04-15T20:58+03:00,2025-04-16T17:10+03:00,2400.0,4377 7284 8668 6732
Ивашов‎ Ясномысл Геннадьевич,9707 075975,720-023-289 31,Слабость,Электрокардиограмма (ЭКГ),Эндокринолог,2024-08-08T17:20+03:00,2024-08-09T15:27+03:00,8400.0,2200 2439 0015 7356
Рыбкин‎ Милован Евстигнеевич,8923 713041,393-034-764 87,Слабость,Биохимический анализ крови,Ортопед,2024-11-22T18:00+03:00,2024-11-21T15:55+03:00,6400.0,5479 4878 4800 7190
Соболева Алиса Владимировна,7902 880125,129-266-338 76,Затрудненное дыхание,УЗИ (ультразвуковое исследование),Офтальмолог,2024-12-19T16:23+03:00,2024-12-20T19:33+03:00,1300.0,2200 7062 7012 2434
Сизов‎ Искрен Валерьянович,5004 446561,864-125-628 12,Затрудненное дыхание,УЗИ (ультразвуковое исследование),Генетик,2024-09-13T20:54+03:00,2024-09-12T16:36+03:00,7000.0,4276 8091 0718 9479
Гришин‎ Храбр Леонтьевич,7311 894323,873-251-495 23,Одышка,Рентгенография,УЗИ-специалист,2025-02-12T18:56+03:00,2025-02-13T13:23+03:00,8700.0,2202 2053 8124 6944
Шувалов‎ Милобуд Николаевич,2120 745985,015-692-792 72,Затрудненное дыхание,Кровь (общий анализ),Гастроэнтеролог,2024-12-06T12:38+03:00,2024-12-05T12:48+03:00,5800.0,4377 7226 2225 2791
Софронов‎ Ермак Авдеевич,7507 230376,034-802-854 45,Боль в горле,Кровь (общий анализ),Невропатолог,2024-09-24T12:16+03:00,2024-09-25T20:04+03:00,2100.0,5101 2628 6794 6605
Алешин‎ Владислав  Рустамович,5718 110783,673-266-902 24,Слабость,МРТ (магнитно-резонансная томография),Гепатолог,2025-01-03T15:14+03:00,2025-01-02T16:16+03:00,3800.0,5479 4891 8454 7054
Кочетков‎ Велерад Елисеевич,5207 015787,626-643-807 09,Боль в груди,Кровь (общий анализ),Онколог,2024-11-19T16:45+03:00,2024-11-20T15:51+03:00,7700.0,5479 4806 4784 0131
Казанцева Томила Прохоровна,2622 202257,541-135-953 64,Насморк,Кровь (общий анализ),Диетолог,2024-12-27T15:53+03:00,2024-12-26T13:42+03:00,2100.0,5244 6837 5323 9198
Зубова Казимира Борисовна,4410 652564,829-537-527 48,Повышенное давление,КТ (компьютерная томография),Эндоскопист,2025-02-13T13:23+03:00,2025-02-14T20:46+03:00,2600.0,4188 6807 6016 7791
Трофим‎ Ахмыл Михалыч,6110 061670,935-204-745 00,Кашель,Кровь (общий анализ),Гастроэнтеролог,2025-04-08T19:11+03:00,2025-04-09T19:08+03:00,1400.0,5479 4864 1444 8960
Заец Любомира Никифоровна,5612 369131,131-947-317 59,Затрудненное дыхание,Электрокардиограмма (ЭКГ),Гериатр,2024-10-31T14:23+03:00,2024-11-01T20:15+03:00,9900.0,4188 6874 4678 8066
Баранова Ружана Антоновна,7705 856662,105-030-716 88,Насморк,МРТ (магнитно-резонансная томография),Дерматолог,2024-12-26T20:45+03:00,2024-12-27T12:31+03:00,10000.0,5479 4812 7035 8028
Воронина Светоcлава Семёновна,5506 529061,801-014-265 22,Температура,Рентгенография,Эндоскопист,2025-01-09T21:00+03:00,2025-01-10T20:32+03:00,8600.0,4105 8453 8641 9728
Рыжова Малуша Ильсуровна,4823 438009,017-100-014 69,Затрудненное дыхание,Электрокардиограмма (ЭКГ),Нефролог,2025-02-11T18:38+03:00,2025-02-12T16:10+03:00,4500.0,4377 7297 5870 1139
Пономарёв‎ Веролюб Якубович,8409 085630,757-017-926 20,Одышка,Кровь (общий анализ),Кардиоревматолог,2024-09-20T16:14+03:00,2024-09-19T19:20+03:00,4300.0,5479 4868 6778 5730
Дементьева Ружица Олеговна,4813 537548,378-324-327 01,Затрудненное дыхание,КТ (компьютерная томография),Лор,2024-07-16T12:36+03:00,2024-07-17T20:33+03:00,6000.0,2200 7000 3671 4491
Дашкова Казимира Глебовна,8219 304346,308-444-628 72,Одышка,Кровь (общий анализ),Эндокринолог,2024-09-03T17:21+03:00,2024-09-04T15:21+03:00,7200.0,2202 2027 5410 2365
Баженов‎ Мухомор Артемьевич,1619 791116,181-616-588 83,Затрудненное дыхание,УЗИ (ультразвуковое исследование),Неонатолог,2025-01-24T12:28+03:00,2025-01-23T15:22+03:00,3600.0,2200 7068 2612 9975
Ивашов‎ Табемысл Ануфриевич,4006 450493,269-001-495 67,Головная боль,УЗИ (ультразвуковое исследование),Гепатолог,2024-10-31T16:55+03:00,2024-11-01T18:30+03:00,3000.0,4188 6884 8433 1774
Бочарова Сбыслава Магомедовна,8013 719112,931-616-187 01,Боль в горле,УЗИ (ультразвуковое исследование),Кардиоревматолог,2025-04-21T16:25+03:00,2025-04-22T19:31+03:00,10000.0,2202 1500 0801 1976
Лаптев‎ Вышемир Филиппович,8803 635885,155-603-768 72,Затрудненное дыхание,Биохимический анализ крови,Кардиоревматолог,2025-01-13T18:11+03:00,2025-01-14T16:24+03:00,1100.0,4276 8027 4652 7810
Ершова Смиляна Рудольфовна,7023 468172,994-371-424 56,Кашель,Биохимический анализ крови,Невролог,2024-12-24T15:11+03:00,2024-12-25T14:56+03:00,5500.0,4188 6821 2979 1970
Игнатова Доброгнева Никандровна,2320 717174,003-996-742 74,Слабость,КТ (компьютерная томография),Гастроэнтеролог,2025-04-30T13:57+03:00,2025-05-01T12:39+03:00,2300.0,4276 8082 0258 6282
Кроликов‎ Любиград Гаврилович,5318 233620,672-777-170 44,Кашель,КТ (компьютерная томография),Офтальмолог,2025-03-04T14:13+03:00,2025-03-05T12:56+03:00,6600.0,5101 2612 6558 3134
